term;c1;c2;c3;c4;pwc1;pwc2;pwc3;pwc4;pc1;pc2;pc3;pc4
 mantock ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 background ;0;0;4;0;0.000211864406779661;0.00042176296921130323;0.000860141063134354;0.00028901734104046245;21;3;24;9
 documents ;0;0;6;0;0.000211864406779661;0.00042176296921130323;0.0012041974883880955;0.00028901734104046245;21;3;24;9
 code ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 pentium ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 next ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 parameters ;0;1;3;6;0.000211864406779661;0.0008435259384226065;0.0006881128505074832;0.002023121387283237;21;3;24;9
 correspondences ;2;0;0;0;0.000635593220338983;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 per ;4;0;2;0;0.001059322033898305;0.00042176296921130323;0.0005160846378806125;0.00028901734104046245;21;3;24;9
 lies ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 uncover ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 operator ;0;0;0;1;0.000211864406779661;0.00042176296921130323;0.0001720282126268708;0.0005780346820809249;21;3;24;9
 median ;1;0;0;2;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.0008670520231213873;21;3;24;9
 overcome ;1;0;1;0;0.000423728813559322;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 desired ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 subbands ;2;0;0;1;0.000635593220338983;0.00042176296921130323;0.0001720282126268708;0.0005780346820809249;21;3;24;9
 representations ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 expansion ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 detector ;0;0;0;1;0.000211864406779661;0.00042176296921130323;0.0001720282126268708;0.0005780346820809249;21;3;24;9
 work ;1;0;2;2;0.000423728813559322;0.00042176296921130323;0.0005160846378806125;0.0008670520231213873;21;3;24;9
 statistics ;0;0;5;2;0.000211864406779661;0.00042176296921130323;0.001032169275761225;0.0008670520231213873;21;3;24;9
 sampler ;0;0;0;2;0.000211864406779661;0.00042176296921130323;0.0001720282126268708;0.0008670520231213873;21;3;24;9
 pca ;7;0;0;0;0.001694915254237288;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 prototype ;7;0;2;0;0.001694915254237288;0.00042176296921130323;0.0005160846378806125;0.00028901734104046245;21;3;24;9
 transform ;1;0;4;10;0.000423728813559322;0.00042176296921130323;0.000860141063134354;0.003179190751445087;21;3;24;9
 issue ;0;0;3;2;0.000211864406779661;0.00042176296921130323;0.0006881128505074832;0.0008670520231213873;21;3;24;9
 functional ;0;0;5;1;0.000211864406779661;0.00042176296921130323;0.001032169275761225;0.0005780346820809249;21;3;24;9
 lapped ;0;0;0;6;0.000211864406779661;0.00042176296921130323;0.0001720282126268708;0.002023121387283237;21;3;24;9
 zero ;1;1;2;0;0.000423728813559322;0.0008435259384226065;0.0005160846378806125;0.00028901734104046245;21;3;24;9
 portions ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 major ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 correspondence ;2;0;0;0;0.000635593220338983;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 precision ;1;0;1;0;0.000423728813559322;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 showing ;0;0;0;1;0.000211864406779661;0.00042176296921130323;0.0001720282126268708;0.0005780346820809249;21;3;24;9
 pami ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 treated ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 extracts ;2;0;0;0;0.000635593220338983;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 terms ;2;0;3;1;0.000635593220338983;0.00042176296921130323;0.0006881128505074832;0.0005780346820809249;21;3;24;9
 well ;3;0;13;4;0.000847457627118644;0.00042176296921130323;0.002408394976776191;0.001445086705202312;21;3;24;9
 available ;1;0;1;0;0.000423728813559322;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 multistage ;0;0;5;0;0.000211864406779661;0.00042176296921130323;0.001032169275761225;0.00028901734104046245;21;3;24;9
 observations ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 mensionality ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 art ;1;0;5;0;0.000423728813559322;0.00042176296921130323;0.001032169275761225;0.00028901734104046245;21;3;24;9
 separating ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 subset ;0;0;2;0;0.000211864406779661;0.00042176296921130323;0.0005160846378806125;0.00028901734104046245;21;3;24;9
 therein ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 higher ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 resulting ;0;1;1;1;0.000211864406779661;0.0008435259384226065;0.0003440564252537416;0.0005780346820809249;21;3;24;9
 depends ;0;0;2;0;0.000211864406779661;0.00042176296921130323;0.0005160846378806125;0.00028901734104046245;21;3;24;9
 content ;0;0;2;0;0.000211864406779661;0.00042176296921130323;0.0005160846378806125;0.00028901734104046245;21;3;24;9
 goal ;2;0;1;0;0.000635593220338983;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 release ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 medians ;2;0;0;0;0.000635593220338983;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 adjusts ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 implementation ;2;0;0;1;0.000635593220338983;0.00042176296921130323;0.0001720282126268708;0.0005780346820809249;21;3;24;9
 sharp ;0;0;0;1;0.000211864406779661;0.00042176296921130323;0.0001720282126268708;0.0005780346820809249;21;3;24;9
 near ;2;0;1;0;0.000635593220338983;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 arbitrary ;1;0;0;1;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.0005780346820809249;21;3;24;9
 portion ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 piecewise ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 determining ;1;0;1;0;0.000423728813559322;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 artifacts ;0;0;1;6;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.002023121387283237;21;3;24;9
 width ;0;0;0;1;0.000211864406779661;0.00042176296921130323;0.0001720282126268708;0.0005780346820809249;21;3;24;9
 compare ;0;0;2;1;0.000211864406779661;0.00042176296921130323;0.0005160846378806125;0.0005780346820809249;21;3;24;9
 behavior ;2;0;0;0;0.000635593220338983;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 suggested ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 localization ;0;0;4;0;0.000211864406779661;0.00042176296921130323;0.000860141063134354;0.00028901734104046245;21;3;24;9
 binary ;0;0;2;0;0.000211864406779661;0.00042176296921130323;0.0005160846378806125;0.00028901734104046245;21;3;24;9
 signs ;0;1;0;0;0.000211864406779661;0.0008435259384226065;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 selecting ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 ensure ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 versions ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 mapped ;3;1;0;0;0.000847457627118644;0.0008435259384226065;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 implemented ;2;0;1;0;0.000635593220338983;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 set ;12;4;35;3;0.002754237288135593;0.002108814846056516;0.006193015654567349;0.0011560693641618498;21;3;24;9
 inspection ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 cleaning ;0;0;0;1;0.000211864406779661;0.00042176296921130323;0.0001720282126268708;0.0005780346820809249;21;3;24;9
 patt ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 hartley ;0;0;0;5;0.000211864406779661;0.00042176296921130323;0.0001720282126268708;0.0017341040462427746;21;3;24;9
 diagnosis ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 objects ;3;0;10;0;0.000847457627118644;0.00042176296921130323;0.0018923103388955788;0.00028901734104046245;21;3;24;9
 error ;4;0;8;6;0.001059322033898305;0.00042176296921130323;0.0015482539136418372;0.002023121387283237;21;3;24;9
 textures ;1;0;3;3;0.000423728813559322;0.00042176296921130323;0.0006881128505074832;0.0011560693641618498;21;3;24;9
 guess ;0;0;2;0;0.000211864406779661;0.00042176296921130323;0.0005160846378806125;0.00028901734104046245;21;3;24;9
 xy ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 eigen ;2;0;0;0;0.000635593220338983;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 poses ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 independent ;4;2;0;2;0.001059322033898305;0.0012652889076339097;0.0001720282126268708;0.0008670520231213873;21;3;24;9
 yields ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 mrf ;0;0;2;0;0.000211864406779661;0.00042176296921130323;0.0005160846378806125;0.00028901734104046245;21;3;24;9
 constant ;0;0;2;0;0.000211864406779661;0.00042176296921130323;0.0005160846378806125;0.00028901734104046245;21;3;24;9
 prevalent ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 basis ;0;0;3;4;0.000211864406779661;0.00042176296921130323;0.0006881128505074832;0.001445086705202312;21;3;24;9
 handle ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 design ;0;0;2;2;0.000211864406779661;0.00042176296921130323;0.0005160846378806125;0.0008670520231213873;21;3;24;9
 condensing ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 derived ;1;0;3;2;0.000423728813559322;0.00042176296921130323;0.0006881128505074832;0.0008670520231213873;21;3;24;9
 ordering ;2;0;0;0;0.000635593220338983;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 currently ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 widely ;0;0;3;1;0.000211864406779661;0.00042176296921130323;0.0006881128505074832;0.0005780346820809249;21;3;24;9
 similarity ;9;0;3;0;0.00211864406779661;0.00042176296921130323;0.0006881128505074832;0.00028901734104046245;21;3;24;9
 d ;0;0;2;0;0.000211864406779661;0.00042176296921130323;0.0005160846378806125;0.00028901734104046245;21;3;24;9
 scale ;0;0;3;0;0.000211864406779661;0.00042176296921130323;0.0006881128505074832;0.00028901734104046245;21;3;24;9
 contributions ;0;0;0;1;0.000211864406779661;0.00042176296921130323;0.0001720282126268708;0.0005780346820809249;21;3;24;9
 interlacing ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 segmented ;0;0;4;0;0.000211864406779661;0.00042176296921130323;0.000860141063134354;0.00028901734104046245;21;3;24;9
 gp ;6;0;1;0;0.0014830508474576272;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 storing ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 desirable ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 eigenfaces ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 committee ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 resonance ;0;0;3;4;0.000211864406779661;0.00042176296921130323;0.0006881128505074832;0.001445086705202312;21;3;24;9
 intrinsically ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 unit ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 symmetry ;0;0;4;0;0.000211864406779661;0.00042176296921130323;0.000860141063134354;0.00028901734104046245;21;3;24;9
 learning ;6;0;2;0;0.0014830508474576272;0.00042176296921130323;0.0005160846378806125;0.00028901734104046245;21;3;24;9
 powerful ;0;0;2;0;0.000211864406779661;0.00042176296921130323;0.0005160846378806125;0.00028901734104046245;21;3;24;9
 decoded ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 finally ;2;0;1;1;0.000635593220338983;0.00042176296921130323;0.0003440564252537416;0.0005780346820809249;21;3;24;9
 equipartitioning ;2;0;0;0;0.000635593220338983;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 prior ;2;0;5;0;0.000635593220338983;0.00042176296921130323;0.001032169275761225;0.00028901734104046245;21;3;24;9
 partitions ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 segment ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 intensities ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 inhomogeneity ;0;0;3;0;0.000211864406779661;0.00042176296921130323;0.0006881128505074832;0.00028901734104046245;21;3;24;9
 rayleigh ;0;0;0;2;0.000211864406779661;0.00042176296921130323;0.0001720282126268708;0.0008670520231213873;21;3;24;9
 increase ;1;0;1;0;0.000423728813559322;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 merge ;0;0;3;0;0.000211864406779661;0.00042176296921130323;0.0006881128505074832;0.00028901734104046245;21;3;24;9
 relation ;5;3;0;0;0.001271186440677966;0.001687051876845213;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 description ;4;0;0;0;0.001059322033898305;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 blocks ;0;0;1;2;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.0008670520231213873;21;3;24;9
 reconstructed ;3;0;1;1;0.000847457627118644;0.00042176296921130323;0.0003440564252537416;0.0005780346820809249;21;3;24;9
 text ;0;0;5;1;0.000211864406779661;0.00042176296921130323;0.001032169275761225;0.0005780346820809249;21;3;24;9
 de ;0;0;0;1;0.000211864406779661;0.00042176296921130323;0.0001720282126268708;0.0005780346820809249;21;3;24;9
 blood ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 recognit ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 action ;2;0;0;0;0.000635593220338983;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 intelligence ;2;0;10;2;0.000635593220338983;0.00042176296921130323;0.0018923103388955788;0.0008670520231213873;21;3;24;9
 varied ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 input ;2;2;1;1;0.000635593220338983;0.0012652889076339097;0.0003440564252537416;0.0005780346820809249;21;3;24;9
 recording ;0;0;1;1;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.0005780346820809249;21;3;24;9
 trajectories ;0;2;0;0;0.000211864406779661;0.0012652889076339097;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 cuts ;0;0;3;0;0.000211864406779661;0.00042176296921130323;0.0006881128505074832;0.00028901734104046245;21;3;24;9
 less ;2;0;3;0;0.000635593220338983;0.00042176296921130323;0.0006881128505074832;0.00028901734104046245;21;3;24;9
 splitting ;0;0;3;0;0.000211864406779661;0.00042176296921130323;0.0006881128505074832;0.00028901734104046245;21;3;24;9
 degree ;2;0;1;0;0.000635593220338983;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 ndash ;5;0;0;1;0.001271186440677966;0.00042176296921130323;0.0001720282126268708;0.0005780346820809249;21;3;24;9
 monte ;0;0;0;6;0.000211864406779661;0.00042176296921130323;0.0001720282126268708;0.002023121387283237;21;3;24;9
 followed ;0;2;0;0;0.000211864406779661;0.0012652889076339097;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 technology ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 speed ;0;1;0;0;0.000211864406779661;0.0008435259384226065;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 termination ;1;0;1;0;0.000423728813559322;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 assumptions ;1;0;1;0;0.000423728813559322;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 cpu ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 modeling ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 computed ;2;0;2;1;0.000635593220338983;0.00042176296921130323;0.0005160846378806125;0.0005780346820809249;21;3;24;9
 bressan ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 blurry ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 exposed ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 nonconvex ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 allows ;3;0;2;1;0.000847457627118644;0.00042176296921130323;0.0005160846378806125;0.0005780346820809249;21;3;24;9
 radiation ;2;0;0;0;0.000635593220338983;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 generally ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 generate ;2;0;1;0;0.000635593220338983;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 costing ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 typically ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 thousands ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 proposal ;1;0;1;0;0.000423728813559322;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 pipi ;0;4;0;0;0.000211864406779661;0.002108814846056516;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 particle ;0;0;0;8;0.000211864406779661;0.00042176296921130323;0.0001720282126268708;0.002601156069364162;21;3;24;9
 common ;0;0;10;0;0.000211864406779661;0.00042176296921130323;0.0018923103388955788;0.00028901734104046245;21;3;24;9
 life ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 dancing ;0;1;0;0;0.000211864406779661;0.0008435259384226065;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 adaptive ;0;0;6;5;0.000211864406779661;0.00042176296921130323;0.0012041974883880955;0.0017341040462427746;21;3;24;9
 origin ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 preserved ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 minutiae ;0;0;5;0;0.000211864406779661;0.00042176296921130323;0.001032169275761225;0.00028901734104046245;21;3;24;9
 sequence ;1;0;6;0;0.000423728813559322;0.00042176296921130323;0.0012041974883880955;0.00028901734104046245;21;3;24;9
 mach ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 databases ;2;0;1;0;0.000635593220338983;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 hops ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 stop ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 integrate ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 dynamical ;0;0;0;2;0.000211864406779661;0.00042176296921130323;0.0001720282126268708;0.0008670520231213873;21;3;24;9
 generated ;7;0;2;2;0.001694915254237288;0.00042176296921130323;0.0005160846378806125;0.0008670520231213873;21;3;24;9
 containing ;1;0;2;1;0.000423728813559322;0.00042176296921130323;0.0005160846378806125;0.0005780346820809249;21;3;24;9
 angiogram ;0;0;2;0;0.000211864406779661;0.00042176296921130323;0.0005160846378806125;0.00028901734104046245;21;3;24;9
 clustered ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 rotationally ;0;0;0;1;0.000211864406779661;0.00042176296921130323;0.0001720282126268708;0.0005780346820809249;21;3;24;9
 loads ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 employed ;1;0;1;0;0.000423728813559322;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 labeling ;0;0;2;0;0.000211864406779661;0.00042176296921130323;0.0005160846378806125;0.00028901734104046245;21;3;24;9
 observation ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 initially ;1;0;1;0;0.000423728813559322;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 present ;2;1;5;3;0.000635593220338983;0.0008435259384226065;0.001032169275761225;0.0011560693641618498;21;3;24;9
 b ;0;0;2;2;0.000211864406779661;0.00042176296921130323;0.0005160846378806125;0.0008670520231213873;21;3;24;9
 fractal ;0;0;2;0;0.000211864406779661;0.00042176296921130323;0.0005160846378806125;0.00028901734104046245;21;3;24;9
 taken ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 fourier ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 compared ;8;0;2;1;0.0019067796610169492;0.00042176296921130323;0.0005160846378806125;0.0005780346820809249;21;3;24;9
 interpretation ;3;0;15;9;0.000847457627118644;0.00042176296921130323;0.0027524514020299327;0.002890173410404624;21;3;24;9
 index ;2;0;0;0;0.000635593220338983;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 designed ;1;0;5;0;0.000423728813559322;0.00042176296921130323;0.001032169275761225;0.00028901734104046245;21;3;24;9
 closely ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 shifts ;0;0;0;1;0.000211864406779661;0.00042176296921130323;0.0001720282126268708;0.0005780346820809249;21;3;24;9
 cognitive ;4;0;0;0;0.001059322033898305;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 response ;0;0;2;1;0.000211864406779661;0.00042176296921130323;0.0005160846378806125;0.0005780346820809249;21;3;24;9
 evolution ;0;0;6;0;0.000211864406779661;0.00042176296921130323;0.0012041974883880955;0.00028901734104046245;21;3;24;9
 forensic ;0;0;4;0;0.000211864406779661;0.00042176296921130323;0.000860141063134354;0.00028901734104046245;21;3;24;9
 mask ;0;0;0;3;0.000211864406779661;0.00042176296921130323;0.0001720282126268708;0.0011560693641618498;21;3;24;9
 predominant ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 tracking ;0;0;7;5;0.000211864406779661;0.00042176296921130323;0.0013762257010149664;0.0017341040462427746;21;3;24;9
 analysis ;26;0;27;9;0.0057203389830508475;0.00042176296921130323;0.004816789953552382;0.002890173410404624;21;3;24;9
 twins ;0;0;4;0;0.000211864406779661;0.00042176296921130323;0.000860141063134354;0.00028901734104046245;21;3;24;9
 implementing ;0;0;2;2;0.000211864406779661;0.00042176296921130323;0.0005160846378806125;0.0008670520231213873;21;3;24;9
 bias ;0;2;0;0;0.000211864406779661;0.0012652889076339097;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 remainder ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 qualification ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 special ;1;1;1;0;0.000423728813559322;0.0008435259384226065;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 general ;0;0;3;2;0.000211864406779661;0.00042176296921130323;0.0006881128505074832;0.0008670520231213873;21;3;24;9
 distributions ;1;0;1;1;0.000423728813559322;0.00042176296921130323;0.0003440564252537416;0.0005780346820809249;21;3;24;9
 compares ;1;0;0;0;0.000423728813559322;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 encoding ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
 localized ;0;0;2;0;0.000211864406779661;0.00042176296921130323;0.0005160846378806125;0.00028901734104046245;21;3;24;9
 disparity ;0;0;7;0;0.000211864406779661;0.00042176296921130323;0.0013762257010149664;0.00028901734104046245;21;3;24;9
 similarities ;2;0;0;0;0.000635593220338983;0.00042176296921130323;0.0001720282126268708;0.00028901734104046245;21;3;24;9
 subtraction ;1;0;2;1;0.000423728813559322;0.00042176296921130323;0.0005160846378806125;0.0005780346820809249;21;3;24;9
 filters ;0;0;3;3;0.000211864406779661;0.00042176296921130323;0.0006881128505074832;0.0011560693641618498;21;3;24;9
 lmmse ;0;0;0;4;0.000211864406779661;0.00042176296921130323;0.0001720282126268708;0.001445086705202312;21;3;24;9
 biological ;0;0;1;0;0.000211864406779661;0.00042176296921130323;0.0003440564252537416;0.00028901734104046245;21;3;24;9
