Term#Текст_1#Текст_2#Текст_3#Текст_4#Текст_5#Текст_6#Текст_7#Текст_8#Текст_9#Текст_10#Текст_11#Текст_12#Текст_13#Текст_14#Текст_15#Текст_16#Текст_17#Текст_18#Текст_19#Текст_20#Текст_21#Текст_22#Текст_23
 ли #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.015572034999037287#0.0#0.0#0.0#0.0#0.0#0.0
 изначальн #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.02054803623794126#0.0#0.0#0.0#0.0
 факельн #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.02668882867686623#0.0#0.0
 вполн #0.0#0.0#0.019590624676208198#0.0#0.0#0.0#0.02156127922943624#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 по #0.01268682147339359#0.003336042434065931#0.0034615924181436815#0.005800506214186709#0.0#0.009111172496812142#0.0#0.007275211183895194#0.0082194407205284#0.0036171696054759814#0.0#0.0029534687604345173#0.0#0.009264117838485249#0.0#0.00299467995244058#0.008254566535573393#0.010060252965230073#0.005697842387386944#0.0#0.0#0.0#0.007316547611076417
 покинут #0.007260744770110405#0.007636949162344105#0.0#0.0#0.0#0.006952505605341567#0.0#0.008327294849335662#0.006272047609925158#0.008280512294002316#0.006521819417400054#0.0#0.008234252448784425#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 баптист #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.02054803623794126#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 направлен #0.0#0.0#0.0#0.0#0.021904982027239266#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 оказа #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.017088791558958486#0.022006429417651574#0.0#0.0#0.01307219525236568#0.0#0.0#0.0#0.0#0.0#0.0
 теоретик #0.007260744770110405#0.007636949162344105#0.007924361227593615#0.0#0.0#0.0#0.0#0.008327294849335662#0.006272047609925158#0.008280512294002316#0.006521819417400054#0.013522304480113875#0.0#0.0#0.02403148676628933#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 radio #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.021302092613645525#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 обратн #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.02054803623794126#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 попыта #0.0#0.0#0.0#0.02091827112511137#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 прилет #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.026385546532810934
 континентальн #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.03340903733650881#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 профанац #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.026385546532810934
 быт #0.0#0.0#0.0#0.0#0.017188000895163796#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.017950030491501106#0.0#0.0#0.0
 красн #0.0#0.006849368367292033#0.0#0.0#0.0#0.006235509881544162#0.007822059733061316#0.022405560930294277#0.0#0.0#0.0#0.0#0.007385073155795321#0.0#0.0#0.012297005533835928#0.016947796088299518#0.0#0.011698478715817365#0.0#0.0#0.0#0.0075109550845872865
 от #0.01619562748546527#0.0#0.008837936504165188#0.00740475761159786#0.0#0.007754038631012853#0.0#0.0#0.013990265444891275#0.0#0.0#0.00754062472373727#0.0#0.0#0.0#0.007645842743138255#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 есл #0.0#0.0#0.0#0.0#0.017188000895163796#0.0#0.0#0.0#0.0#0.0#0.0#0.016714936650342776#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 проживан #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.026089079717835528#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 флор #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 трактор #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.02418675098841002#0.0#0.0#0.0#0.0#0.0
 механик #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.025238348857471327#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 удивительн #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.02418675098841002#0.0#0.0#0.0#0.0#0.0
 долгосрочн #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.02054803623794126#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 очевидн #0.0#0.0#0.0#0.0#0.0#0.0#0.02747843899274985#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 имитац #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.016123257476879312#0.017950030491501106#0.0#0.0#0.0
 смог #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.032246514953758625#0.03590006098300221#0.0#0.0#0.0
 множеств #0.009046804274468575#0.009515550609933268#0.0#0.0#0.0#0.008662741828854343#0.0#0.0#0.007814899011562215#0.010317422852343374#0.008126111804058056#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.009046804274468575#0.0#0.0#0.0
 учен #0.004757558052522596#0.003336042434065931#0.005192388627215522#0.0029002531070933544#0.0#0.006074114997874761#0.0038097999394954125#0.005456408387921396#0.0027398135735094667#0.0036171696054759814#0.001424460596846736#0.0044302031406517756#0.0035969619540487416#0.004632058919242624#0.0017496092113443605#0.00748669988110145#0.0013757610892622325#0.0#0.002848921193693472#0.004757558052522596#0.0018501614648698986#0.0#0.0
 необычн #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.02418675098841002#0.0#0.0#0.0#0.0#0.0
 напомина #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.020941702240084625#0.020703728350992757#0.0
 привлека #0.0#0.0#0.0#0.013778800401142202#0.0#0.0#0.0#0.017281885248890218#0.0#0.0#0.0#0.0#0.0#0.04401285883530315#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 посещен #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.02054803623794126#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 результат #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.01980356624877568#0.0#0.0#0.0#0.016123257476879312#0.0#0.0#0.0#0.0
 энергетическ #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.02418675098841002#0.0#0.0#0.0#0.0#0.0
 росс #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.04109607247588252#0.0#0.0#0.0#0.0
 добровольц #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.026385546532810934
 никак #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.03340903733650881#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 деятельн #0.0#0.0#0.0#0.016413766620606868#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.026214792732192266#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 успешн #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.017184796005918924#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.060273767271991505#0.01757984878766419#0.0#0.0
 мечта #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.019845539272541558#0.0#0.0#0.0#0.0#0.0#0.0
 паден #0.0#0.0#0.0#0.02091827112511137#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 лвпк #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.02418675098841002#0.0#0.0#0.0#0.0#0.0
 удержива #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.021302092613645525#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 эндр #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.021302092613645525#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 получа #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.016123257476879312#0.017950030491501106#0.0#0.0#0.0
 уил #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.025238348857471327#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 ключев #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.02418675098841002#0.0#0.0#0.0#0.0#0.0
 инженер #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.019845539272541558#0.0#0.0#0.0#0.0#0.0#0.0
 плод #0.0#0.0#0.024966968762229702#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 прибор #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.019845539272541558#0.0#0.0#0.0#0.0#0.0#0.0
 разведк #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.019845539272541558#0.0#0.0#0.0#0.0#0.0#0.0
 с #0.007801550272534765#0.00615433175644258#0.004257297594958488#0.0#0.009337940479508004#0.003735176191803201#0.00468554646545727#0.0067106555310362595#0.006739211512019392#0.0022243184063547154#0.007007587191701581#0.009080932943374755#0.006635676139628033#0.0#0.0#0.0018415287271215783#0.005076008670912042#0.002062128522558017#0.007007587191701581#0.0#0.0#0.004499189503762947#0.004499189503762947
 появлен #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.026089079717835528#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 просчита #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 бюджетн #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.02418675098841002#0.0#0.0#0.0#0.0#0.0
 без #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.016948168324533604#0.0#0.0#0.0#0.017950030491501106#0.0#0.0#0.0
 ил #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.02604784423423374#0.015194575803303016#0.030043820338349146#0.0
 преодолен #0.0#0.0#0.024966968762229702#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 уверя #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.019845539272541558#0.0#0.0#0.0#0.0#0.0#0.0
 мен #0.0#0.010667842948464087#0.011069320908890155#0.0#0.0#0.009711762684214946#0.012182802893808098#0.02326433546953185#0.0#0.0#0.0#0.0#0.0#0.029624369626670054#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 учитыв #0.0#0.015849190098723154#0.0#0.0#0.0#0.014428743816290418#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0142274125072259#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 рамк #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.01980356624877568#0.0#0.0#0.01897841765507669#0.0#0.0#0.0#0.0#0.0
 плотн #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.013534927827670658#0.015068441817997876#0.01757984878766419#0.0#0.0
 порог #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.019845539272541558#0.0#0.0#0.0#0.0#0.0#0.0
 владимирец #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.02418675098841002#0.0#0.0#0.0#0.0#0.0
 полигон #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.020941702240084625#0.020703728350992757#0.0
 гипотез #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.025238348857471327#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 референдум #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.03340903733650881#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 выраз #0.0#0.013698736734584067#0.0#0.0#0.0#0.0#0.01564411946612263#0.0#0.011250451871381809#0.0#0.0#0.0#0.0#0.0#0.014368783640080025#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 времен #0.0#0.0#0.0#0.0#0.010952491013619633#0.0#0.013739219496374924#0.0#0.009880545084627074#0.013044539858917764#0.0#0.0#0.0#0.0#0.025238348857471327#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 вниман #0.009046804274468575#0.009515550609933268#0.0#0.008272528232960003#0.0#0.0#0.0#0.0#0.007814899011562215#0.010317422852343374#0.0#0.0#0.010259783618531401#0.0#0.0#0.017083732722949958#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 водородн #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.02418675098841002#0.0#0.0#0.0#0.0#0.0
 внешн #0.0#0.0#0.0#0.02091827112511137#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 автономн #0.008097813742732635#0.008517389584325#0.008837936504165188#0.0#0.0#0.007754038631012853#0.009726959702809023#0.0#0.006995132722445637#0.0#0.0#0.0#0.009183554132819693#0.0#0.0#0.007645842743138255#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 уда #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.03340903733650881#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 очередн #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.020471102189745644#0.0#0.0#0.02035673849036159#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 тог #0.0#0.0#0.007107140295093347#0.005954631058051182#0.006235509881544162#0.006235509881544162#0.0#0.007468520310098092#0.005625225935690904#0.0#0.0#0.0#0.0#0.00951027406393786#0.0#0.006148502766917964#0.0#0.006885042160871679#0.0#0.0#0.0#0.0#0.0075109550845872865
 поистин #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.020941702240084625#0.020703728350992757#0.0
 дел #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.02418675098841002#0.0#0.0#0.0#0.0#0.0
 наступлен #0.017950030491501106#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.015505771020317978#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 саван #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 приземлен #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.02054803623794126#0.0#0.0#0.0#0.0
 укладк #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.02054803623794126#0.0#0.0#0.0#0.0
 нам #0.0#0.013698736734584067#0.0#0.0#0.0#0.012471019763088323#0.0#0.0#0.011250451871381809#0.0#0.011698478715817365#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 похож #0.008097813742732635#0.008517389584325#0.0#0.00740475761159786#0.0#0.0#0.0#0.009287323106071891#0.006995132722445637#0.00923514713356587#0.0#0.0#0.009183554132819693#0.0#0.0#0.007645842743138255#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 прочност #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.02668882867686623#0.0#0.0
 не #0.002740853933617662#0.0028828670907999243#0.005982724177681564#0.007518829034113317#0.0#0.002624496927001818#0.0065845366689276374#0.009430395737701446#0.0047352625406330675#0.0#0.004923834942693676#0.0#0.0031083427291865107#0.012008489536497528#0.0#0.005175752079296608#0.00713324805800494#0.005795764047129014#0.004923834942693676#0.0#0.0#0.0#0.012645303375554213
 площад #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.020941702240084625#0.020703728350992757#0.0
 этот #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.011298530725533013#0.0#0.0#0.01302392211711687#0.015194575803303016#0.015021910169174573#0.0
 грунт #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.016123257476879312#0.017950030491501106#0.0#0.0#0.0
 воздейств #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.03340903733650881#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
 факел #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.026385546532810934#0.0
 ег #0.0#0.0#0.0#0.008272528232960003#0.0#0.017325483657708685#0.0#0.0#0.0#0.0#0.0#0.008424317741821655#0.0#0.0#0.009980985150636525#0.0#0.007848296015885131#0.0#0.0#0.0#0.010554604986880003#0.0#0.020869332587694554
 вод #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.019845539272541558#0.0#0.0#0.0#0.0#0.0#0.0
 федеральн #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.02418675098841002#0.0#0.0#0.0#0.0#0.0
 сотрудник #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.026385546532810934
 герметичн #0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
